n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n04335435	tram	[lemma] is *_VERB: tram is coming, tram is going	[lemma] was *_VERB: tram was packed, tram was approaching, tram was waiting, tram was heard, tram was coming, tram was crowded, tram was passing, tram was going, tram was running	*_NOUN [lemma]: penny tram, Gun tram, Bar tram, steam tram, horse tram, cable tram, London tram, Electric tram, iron tram	[lemma] *: tram to, tram was, tram in, tram of, tram and, tram line, tram lines, tram cars, tram or, tram car	[lemma] in the *: tram in the morning, tram in the city, tram in the direction	* [lemma]: A tram, of tram, a tram, the tram, and tram, electric tram, The tram, by tram, _ tram, or tram	*_ADJ [lemma]: crowded tram, aerial tram, first tram, old tram, new tram, little tram, electric tram, drawn tram, long tram, last tram
n04335435	tramcar	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Shore tramcar, ward tramcar, Glasgow tramcar, horse tramcar, Dublin tramcar, steam tramcar	[lemma] *: tramcar in, tramcar at, tramcar was, tramcar which, tramcar or, tramcar that, tramcar and, tramcar on, tramcar to, tramcar is	[lemma] in the *: 	* [lemma]: electric tramcar, The tramcar, and tramcar, by tramcar, the tramcar, A tramcar, for tramcar, or tramcar, of tramcar, a tramcar	*_ADJ [lemma]: crowded tramcar, last tramcar, electric tramcar, first tramcar, old tramcar, drawn tramcar, modern tramcar, open tramcar, municipal tramcar, ordinary tramcar
n04335435	trolley	[lemma] is *_VERB: trolley is provided, trolley is mounted, trolley is pulled, trolley is moved, trolley is pushed, trolley is taken, trolley is run	[lemma] was *_VERB: trolley was wheeled, trolley was coming, trolley was waiting, trolley was going, trolley was pushed, trolley was running	*_NOUN [lemma]: tea trolley, Street trolley, luggage trolley, copper trolley, motor trolley, Electric trolley, city trolley, Avenue trolley, crane trolley, railway trolley	[lemma] *: trolley lines, trolley system, trolley car, trolley wire, trolley line, trolley wires, trolley and, trolley cars, trolley to, trolley is	[lemma] in the *: trolley in the corridor, trolley in the morning, trolley in the supermarket, trolley in the direction	* [lemma]: overhead trolley, of trolley, a trolley, A trolley, The trolley, the trolley, electric trolley, or trolley, and trolley, by trolley	*_ADJ [lemma]: overhead trolley, trackless trolley, double trolley, interurban trolley, electric trolley, little trolley, new trolley, first trolley, single trolley, small trolley
n04335435	trolley car	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Francisco trolley car, crosstown trolley car, Electric trolley car, Brooklyn trolley car, Avenue trolley car, Street trolley car	[lemma] *: trolley car to, trolley car that, trolley car at, trolley car is, trolley car on, trolley car or, trolley car with, trolley car in, trolley car was, trolley car and	[lemma] in the *: 	* [lemma]: electric trolley car, The trolley car, the trolley car, of trolley car, A trolley car, by trolley car, and trolley car, or trolley car, a trolley car, open trolley car	*_ADJ [lemma]: special trolley car, first trolley car, old trolley car, ordinary trolley car, electric trolley car, interurban trolley car, open trolley car, modern trolley car, little trolley car, crowded trolley car
n02894605	breakwater	[lemma] is *_VERB: breakwater is composed, breakwater is completed, breakwater is formed, breakwater is intended, breakwater is covered, breakwater is constructed, breakwater is built	[lemma] was *_VERB: breakwater was formed, breakwater was begun, breakwater was constructed, breakwater was completed, breakwater was erected, breakwater was extended, breakwater was commenced, breakwater was carried	*_NOUN [lemma]: Delaware breakwater, granite breakwater, Plymouth breakwater, mound breakwater, Alderney breakwater, stone breakwater, harbor breakwater, Cherbourg breakwater, offshore breakwater, Portland breakwater	[lemma] *: breakwater of, breakwater which, breakwater and, breakwater in, breakwater against, breakwater to, breakwater is, breakwater at, breakwater for, breakwater was	[lemma] in the *: breakwater in the bay, breakwater in the Delaware, breakwater in the lake, breakwater in the Andamans, breakwater in the harbor, breakwater in the harbour	* [lemma]: natural breakwater, the breakwater, or breakwater, this breakwater, A breakwater, of breakwater, new breakwater, The breakwater, and breakwater, a breakwater	*_ADJ [lemma]: natural breakwater, west breakwater, outer breakwater, long breakwater, great breakwater, northern breakwater, new breakwater, detached breakwater, western breakwater, floating breakwater
n02894605	groin	[lemma] is *_VERB: groin is shaved, groin is exposed, groin is affected, groin is involved, groin is taken, groin is covered	[lemma] was *_VERB: groin was throbbing, groin was constructed	*_NOUN [lemma]: timber groin, pedicle groin, brick groin, rock groin, offer groin, stone groin	[lemma] *: groin are, groin and, groin in, groin vaults, groin or, groin to, groin with, groin is, groin of, groin was	[lemma] in the *: 	* [lemma]: right groin, of groin, the groin, to groin, and groin, or groin, his groin, left groin, &#39;s groin, a groin	*_ADJ [lemma]: bilateral groin, right groin, opposite groin, varicose groin, other groin, domed groin, left groin, posterior groin, anterior groin, free groin
n02894605	groyne	[lemma] is *_VERB: 	[lemma] was *_VERB: groyne was constructed	*_NOUN [lemma]: stone groyne, rock groyne, timber groyne	[lemma] *: groyne in, groyne which, groyne on, groyne and, groyne of, groyne was, groyne at, groyne to, groyne or, groyne is	[lemma] in the *: 	* [lemma]: this groyne, natural groyne, This groyne, each groyne, a groyne, the groyne, of groyne, The groyne, concrete groyne, timber groyne	*_ADJ [lemma]: long groyne, natural groyne, large groyne, single groyne, last groyne, new groyne, terminal groyne, wooden groyne, concrete groyne
n02894605	mole	[lemma] is *_VERB: mole is given, mole is expelled, mole is defined, mole is formed, mole is obtained, mole is constructed, mole is built	[lemma] was *_VERB: mole was formed, mole was completed, mole was expelled, mole was carried, mole was constructed, mole was obtained, mole was commenced	*_NOUN [lemma]: hydatiform mole, hydatidiform mole, kcal mole, hydatid mole, pound mole, gram mole, phase mole, g mole, stone mole, water mole	[lemma] *: mole on, mole and, mole fraction, mole of, mole is, mole in, mole fractions, mole to, mole per, mole or	[lemma] in the *: mole in the darkness, mole in the earth, mole in the shape, mole in the dark, mole in the harbour, mole in the case, mole in the ground, mole in the sea	* [lemma]: per mole, hydatidiform mole, and mole, The mole, of mole, a mole, or mole, one mole, 1 mole, the mole	*_ADJ [lemma]: new mole, per mole, Hydatidiform mole, kcal mole, blind mole, small mole, old mole, large mole, little mole, common mole
n02894605	bulwark	[lemma] is *_VERB: bulwark is gone, bulwark is formed, bulwark is destroyed, bulwark is set	[lemma] was *_VERB: bulwark was erected, bulwark was needed, bulwark was razed, bulwark was destroyed, bulwark was gone, bulwark was raised, bulwark was removed	*_NOUN [lemma]: lee bulwark, seaward bulwark, living bulwark, stone bulwark, paper bulwark, frontier bulwark, weather bulwark, mountain bulwark, Netherland bulwark, iron bulwark	[lemma] *: bulwark of, bulwark against, bulwark and, bulwark on, bulwark for, bulwark was, bulwark to, bulwark between, bulwark which, bulwark in	[lemma] in the *: bulwark in the East, bulwark in the east, bulwark in the soul, bulwark in the defense, bulwark in the midst, bulwark in the way, bulwark in the course, bulwark in the struggle, bulwark in the fight	* [lemma]: chief bulwark, the bulwark, a bulwark, strong bulwark, last bulwark, great bulwark, this bulwark, only bulwark, and bulwark, strongest bulwark	*_ADJ [lemma]: chief bulwark, strong bulwark, last bulwark, only bulwark, principal bulwark, great bulwark, strongest bulwark, main bulwark, natural bulwark, impregnable bulwark
n02894605	seawall	[lemma] is *_VERB: seawall is built	[lemma] was *_VERB: seawall was completed, seawall was constructed	*_NOUN [lemma]: Galveston seawall, masonry seawall, Beach seawall, Park seawall, stone seawall, rock seawall, log seawall, harbor seawall, granite seawall, type seawall	[lemma] *: seawall is, seawall and, seawall of, seawall on, seawall was, seawall or, seawall that, seawall to, seawall in, seawall at	[lemma] in the *: 	* [lemma]: A seawall, a seawall, new seawall, the seawall, great seawall, or seawall, concrete seawall, The seawall, of seawall, and seawall	*_ADJ [lemma]: high seawall, low seawall, new seawall, old seawall, great seawall, ancient seawall, massive seawall, concrete seawall, foot seawall, long seawall
n02894605	jetty	[lemma] is *_VERB: jetty is constructed, jetty is located, jetty is built	[lemma] was *_VERB: jetty was deserted, jetty was completed, jetty was crowded, jetty was extended, jetty was erected, jetty was constructed	*_NOUN [lemma]: oil jetty, iron jetty, rock jetty, stone jetty, landing jetty, timber jetty, coaling jetty, boat jetty, customs jetty, hair jetty	[lemma] *: jetty to, jetty in, jetty at, jetty black, jetty was, jetty or, jetty and, jetty on, jetty is, jetty of	[lemma] in the *: jetty in the foreground, jetty in the river, jetty in the port, jetty in the harbour, jetty in the harbor, jetty in the dead	* [lemma]: The jetty, or jetty, little jetty, of jetty, and jetty, wooden jetty, a jetty, her jetty, the jetty, stone jetty	*_ADJ [lemma]: small jetty, east jetty, little jetty, long jetty, wooden jetty, west jetty, north jetty, south jetty, old jetty, new jetty
n03065424	coil	[lemma] is *_VERB: coil is wound, coil is suspended, coil is energized, coil is connected, coil is mounted, coil is moved	[lemma] was *_VERB: coil was turned, coil was connected, coil was determined, coil was wound, coil was measured, coil was moved	*_NOUN [lemma]: induction coil, cooling coil, field coil, resistance coil, wire coil, heating coil, search coil, voice coil, spark coil, armature coil	[lemma] *: coil has, coil and, coil or, coil in, coil is, coil will, coil are, coil with, coil to, coil of	[lemma] in the *: coil in the opposite, coil in the furnace, coil in the plate, coil in the field, coil in the armature, coil in the bottom, coil in the circuit, coil in the direction, coil in the magnetic	* [lemma]: induction coil, each coil, a coil, of coil, one coil, the coil, primary coil, moving coil, The coil, secondary coil	*_ADJ [lemma]: second coil, single coil, secondary coil, movable coil, mortal coil, current coil, first coil, primary coil, small coil, other coil
n03065424	spiral	[lemma] is *_VERB: spiral is formed, spiral is connected, spiral is wound, spiral is heated, spiral is fixed	[lemma] was *_VERB: spiral was formed, spiral was heated, spiral was connected, spiral was reduced, spiral was cut	*_NOUN [lemma]: Shell spiral, iron spiral, plane spiral, Cornu spiral, platinum spiral, Ekman spiral, inflation spiral, copper spiral, wire spiral, price spiral	[lemma] *: spiral is, spiral line, spiral of, spiral staircase, spiral form, spiral spring, spiral and, spiral vessels, spiral in, spiral or	[lemma] in the *: spiral in the arms, spiral in the cost, spiral in the manner, spiral in the opposite, spiral in the upper	* [lemma]: and spiral, a spiral, of spiral, _ spiral, or spiral, the spiral, in spiral, with spiral, A spiral, The spiral	*_ADJ [lemma]: logarithmic spiral, small spiral, downward spiral, flat spiral, inflationary spiral, fine spiral, upward spiral, long spiral, double spiral, continuous spiral
n03065424	volute	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: suction volute, angle volute, figure volute, corner volute, casing volute, pump volute, discharge volute, E volute, stage volute	[lemma] *: volute pump, volute in, volute or, volute springs, volute and, volute spring, volute casing, volute of, volute to, volute is	[lemma] in the *: 	* [lemma]: double volute, a volute, Ionic volute, of volute, and volute, with volute, spiral volute, the volute, or volute, The volute	*_ADJ [lemma]: double volute, Ionic volute, large volute, simple volute, spiral volute, small volute, re volute, beautiful volute, angular volute, e volute
n03065424	whorl	[lemma] is *_VERB: whorl is marked, whorl is formed, whorl is flattened, whorl is covered, whorl is rounded, whorl is produced, whorl is ornamented, whorl is composed	[lemma] was *_VERB: 	*_NOUN [lemma]: hair whorl, spindle whorl, Spindle whorl, stamen whorl, bone whorl, branch whorl, clay whorl, body whorl, leaf whorl, stone whorl	[lemma] *: whorl with, whorl to, whorl in, whorl of, whorl has, whorl or, whorl at, whorl and, whorl is, whorl are	[lemma] in the *: whorl in the adult	* [lemma]: a whorl, of whorl, the whorl, inner whorl, outer whorl, each whorl, body whorl, penultimate whorl, last whorl, one whorl	*_ADJ [lemma]: second whorl, inner whorl, lower whorl, first whorl, outer whorl, single whorl, final whorl, penultimate whorl, last whorl, third whorl
n03065424	helix	[lemma] is *_VERB: helix is composed, helix is wound, helix is given, helix is connected, helix is formed	[lemma] was *_VERB: helix was wound, helix was formed, helix was removed, helix was covered, helix was observed, helix was constructed	*_NOUN [lemma]: magnetizing helix, alpha helix, Hedera helix, H. helix, tooth helix, copper helix, wire helix, DNA helix, compound helix, sheath helix	[lemma] *: helix with, helix was, helix or, helix to, helix in, helix at, helix is, helix of, helix and, helix angle	[lemma] in the *: helix in the presence, helix in the direction, helix in the line, helix in the case, helix in the region, helix in the opposite, helix in the protein	* [lemma]: the helix, of helix, a helix, Hedera helix, double helix, triple helix, The helix, and helix, handed helix, or helix	*_ADJ [lemma]: double helix, Hedera helix, second helix, hand helix, outer helix, inner helix, triple helix, long helix, handed helix, cylindrical helix
n02966193	carousel	[lemma] is *_VERB: 	[lemma] was *_VERB: carousel was turning	*_NOUN [lemma]: kitten carousel, park carousel, baggage carousel, luggage carousel, toy carousel, sample carousel, slide carousel, Kodak carousel, Park carousel, Dentzel carousel	[lemma] *: carousel and, carousel was, carousel to, carousel is, carousel of, carousel horses, carousel in, carousel at, carousel with, carousel horse	[lemma] in the *: carousel in the park, carousel in the country	* [lemma]: antique carousel, baggage carousel, The carousel, a carousel, luggage carousel, the carousel, &#39;s carousel, and carousel, of carousel, A carousel	*_ADJ [lemma]: whirling carousel, first carousel, old carousel, small carousel, little carousel, antique carousel, rotating carousel, wooden carousel, revolving carousel, fashioned carousel
n02966193	carrousel	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: luggage carrousel, baggage carrousel	[lemma] *: carrousel to, carrousel was, carrousel at, carrousel is, carrousel or, carrousel which, carrousel in, carrousel and, carrousel of, carrousel with	[lemma] in the *: 	* [lemma]: A carrousel, a carrousel, un carrousel, The carrousel, du carrousel, of carrousel, great carrousel, the carrousel, and carrousel, or carrousel	*_ADJ [lemma]: great carrousel, un carrousel, old carrousel, famous carrousel
