n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: dragonfly is called, dragonfly is shown	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02966193	roundabout	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: blue roundabout, great roundabout, large roundabout, little roundabout, long roundabout, many roundabout, old roundabout, same roundabout, such roundabout, usual roundabout	[lemma] in the *: roundabout in the center, roundabout in the centre, roundabout in the middle	*_NOUN [lemma]: cloth roundabout, country roundabout, linen roundabout, miles roundabout, people roundabout, region roundabout, regions roundabout, steam roundabout, traffic roundabout, villages roundabout
n02966193	whirligig	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: continual whirligig, great whirligig, little whirligig, mad whirligig, other whirligig, political whirligig, social whirligig, strange whirligig, whole whirligig, wild whirligig	[lemma] in the *: 	*_NOUN [lemma]: paper whirligig, penny whirligig
n02788148	bannister	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: broken bannister, carved bannister, iron bannister, metal bannister, polished bannister, pulpit bannister, uppermost bannister, upstairs bannister, wooden bannister	[lemma] in the *: 	*_NOUN [lemma]: iron bannister, mahogany bannister, marble bannister, oak bannister, porch bannister, stair bannister, staircase bannister, stairway bannister, stone bannister, wood bannister
n02788148	banister	[lemma] was *_VERB: banister was broken	[lemma] is *_VERB: 	*_ADJ [lemma]: broad banister, broken banister, carved banister, iron banister, old banister, polished banister, smooth banister, uppermost banister, wooden banister, young banister	[lemma] in the *: banister in the hall, banister in the hallway	*_NOUN [lemma]: iron banister, mahogany banister, marble banister, oak banister, porch banister, stair banister, staircase banister, stairway banister, stone banister, walnut banister
n02788148	balustrade	[lemma] was *_VERB: balustrade was added, balustrade was broken, balustrade was built, balustrade was carved, balustrade was covered, balustrade was erected, balustrade was made, balustrade was placed, balustrade was replaced, balustrade was used	[lemma] is *_VERB: balustrade is carried, balustrade is composed, balustrade is cut, balustrade is employed, balustrade is formed, balustrade is made, balustrade is ornamented, balustrade is placed, balustrade is put, balustrade is worked	*_ADJ [lemma]: carved balustrade, elegant balustrade, handsome balustrade, heavy balustrade, iron balustrade, light balustrade, low balustrade, massive balustrade, open balustrade, wooden balustrade	[lemma] in the *: balustrade in the Hero, balustrade in the background, balustrade in the centre, balustrade in the foreground, balustrade in the form, balustrade in the gallery, balustrade in the hall, balustrade in the same	*_NOUN [lemma]: brass balustrade, granite balustrade, iron balustrade, mahogany balustrade, marble balustrade, oak balustrade, roof balustrade, silver balustrade, stone balustrade, terrace balustrade
n02788148	balusters	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: carved balusters, iron balusters, marble balusters, round balusters, small balusters, spiral balusters, split balusters, square balusters, twisted balusters, wooden balusters	[lemma] in the *: 	*_NOUN [lemma]: bar balusters, iron balusters, mahogany balusters, marble balusters, oak balusters, stair balusters, staircase balusters, stone balusters, walnut balusters, wood balusters
n02788148	handrail	[lemma] was *_VERB: 	[lemma] is *_VERB: handrail is attached, handrail is fastened, handrail is fixed, handrail is made, handrail is provided, handrail is required, handrail is supported	*_ADJ [lemma]: carved handrail, continuous handrail, iron handrail, light handrail, massive handrail, metal handrail, moulded handrail, slender handrail, substantial handrail, wooden handrail	[lemma] in the *: 	*_NOUN [lemma]: brass handrail, iron handrail, mahogany handrail, oak handrail, rope handrail, stair handrail, steel handrail, stone handrail, walnut handrail, wood handrail
n03000247	chain mail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Spanish chain mail, black chain mail, double chain mail, fine chain mail, flexible chain mail, heavy chain mail, light chain mail, medieval chain mail, old chain mail, own chain mail	[lemma] in the *: 	*_NOUN [lemma]: iron chain mail, silver chain mail
n03000247	ring mail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	mail	[lemma] was *_VERB: mail was being, mail was brought, mail was carried, mail was delivered, mail was established, mail was opened, mail was received, mail was robbed, mail was sent, mail was taken	[lemma] is *_VERB: mail is being, mail is carried, mail is delivered, mail is made, mail is opened, mail is received, mail is sent, mail is sorted, mail is transported, mail is used	*_ADJ [lemma]: black mail, class mail, direct mail, electronic mail, first mail, last mail, next mail, registered mail, regular mail, same mail	[lemma] in the *: mail in the United, mail in the box, mail in the city, mail in the coupon, mail in the early, mail in the form, mail in the manner, mail in the morning, mail in the post, mail in the same	*_NOUN [lemma]: States mail, air mail, chain mail, class mail, fan mail, morning mail, night mail, railway mail, return mail, voice mail
n03000247	chain armor	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: light chain armor	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	chain armour	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy chain armour, light chain armour	[lemma] in the *: 	*_NOUN [lemma]: steel chain armour
n03000247	ring armor	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	ring armour	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04553703	washbasin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cracked washbasin, dirty washbasin, large washbasin, little washbasin, metal washbasin, own washbasin, porcelain washbasin, small washbasin, tiny washbasin, white washbasin	[lemma] in the *: washbasin in the bathroom, washbasin in the corner, washbasin in the room	*_NOUN [lemma]: bathroom washbasin, canvas washbasin, china washbasin, copper washbasin, corner washbasin, enamel washbasin, marble washbasin, silver washbasin, stone washbasin, tin washbasin
n04553703	handbasin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: small handbasin, universal handbasin	[lemma] in the *: 	*_NOUN [lemma]: wash handbasin
n04553703	washbowl	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big washbowl, capacious washbowl, common washbowl, earthen washbowl, inverted washbowl, large washbowl, ordinary washbowl, porcelain washbowl, same washbowl, white washbowl	[lemma] in the *: washbowl in the bathroom, washbowl in the corner	*_NOUN [lemma]: bathroom washbowl, china washbowl, enamel washbowl, iron washbowl, silver washbowl, tin washbowl
n04553703	lavabo	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: marble lavabo, octagonal lavabo	[lemma] in the *: lavabo in the sacristy	*_NOUN [lemma]: marble lavabo
n04553703	wash-hand basin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	bighorn	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American bighorn, Desert bighorn, Mexican bighorn, female bighorn, few bighorn, male bighorn, many bighorn, old bighorn, white bighorn, wild bighorn	[lemma] in the *: 	*_NOUN [lemma]: Audubon bighorn, Badlands bighorn, California bighorn, Desert bighorn, Mountain bighorn, Nelson bighorn, Nevada bighorn, Sierra bighorn, desert bighorn, mountain bighorn
n02415577	bighorn sheep	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American bighorn sheep, Desert bighorn sheep, female bighorn sheep, few bighorn sheep, male bighorn sheep, many bighorn sheep, occasional bighorn sheep, peninsular bighorn sheep, rare bighorn sheep, wild bighorn sheep	[lemma] in the *: bighorn sheep in the United, bighorn sheep in the area, bighorn sheep in the mountains	*_NOUN [lemma]: Audubon bighorn sheep, California bighorn sheep, Desert bighorn sheep, Mountain bighorn sheep, Nelson bighorn sheep, Nevada bighorn sheep, Wyoming bighorn sheep, desert bighorn sheep, mountain bighorn sheep
n02415577	cimarron	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Spanish cimarron	[lemma] in the *: 	*_NOUN [lemma]: term cimarron, word cimarron
n02415577	Rocky Mountain bighorn	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	Rocky Mountain sheep	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	Ovis canadensis	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Sheep Ovis canadensis, sheep Ovis canadensis
n02071294	killer whale	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: False killer whale, Pygmy killer whale, false killer whale, female killer whale, first killer whale, foot killer whale, male killer whale, ton killer whale, white killer whale, young killer whale	[lemma] in the *: 	*_NOUN [lemma]: baby killer whale, bull killer whale, pygmy killer whale
n02071294	killer	[lemma] was *_VERB: killer was arrested, killer was brought, killer was caught, killer was found, killer was going, killer was known, killer was standing, killer was taken, killer was trying, killer was waiting	[lemma] is *_VERB: killer is called, killer is caught, killer is coming, killer is engaged, killer is found, killer is going, killer is killed, killer is known, killer is revealed, killer is used	*_ADJ [lemma]: Natural killer, activated killer, good killer, great killer, hired killer, natural killer, professional killer, real killer, serial killer, weed killer	[lemma] in the *: killer in the U.S., killer in the United, killer in the West, killer in the ballant, killer in the country, killer in the history, killer in the house, killer in the nation, killer in the story, killer in the world	*_NOUN [lemma]: baby killer, child killer, color killer, germ killer, insect killer, lady killer, man killer, pain killer, time killer, weed killer
n02071294	orca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Delphinus orca, Grampus orca, Orcinus orca, captive orca, female orca, first orca, male orca, other orca, white orca, young orca	[lemma] in the *: 	*_NOUN [lemma]: O. orca, Orca orca, Orcinus orca, baby orca
n02071294	grampus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: large grampus, mighty grampus, old grampus, stranded grampus, white grampus, young grampus	[lemma] in the *: 	*_NOUN [lemma]: 
n02071294	sea wolf	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old sea wolf	[lemma] in the *: 	*_NOUN [lemma]: 
n02071294	Orcinus orca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Whale Orcinus orca, whale Orcinus orca
n02769748	backpack	[lemma] was *_VERB: backpack was filled, backpack was found, backpack was gone, backpack was lying, backpack was missing, backpack was sitting, backpack was slung, backpack was stolen, backpack was stuffed	[lemma] is *_VERB: backpack is filled, backpack is gone	*_ADJ [lemma]: blue backpack, day backpack, green backpack, heavy backpack, large backpack, new backpack, own backpack, pound backpack, red backpack, small backpack	[lemma] in the *: backpack in the back, backpack in the car, backpack in the closet, backpack in the corner, backpack in the front, backpack in the hall, backpack in the middle, backpack in the mountains, backpack in the other, backpack in the trunk	*_NOUN [lemma]: baby backpack, canvas backpack, frame backpack, jet backpack, leather backpack, nylon backpack, rocket backpack, school backpack, support backpack, weekend backpack
n02769748	back pack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy back pack, large back pack, small back pack	[lemma] in the *: 	*_NOUN [lemma]: 
n02769748	knapsack	[lemma] was *_VERB: knapsack was filled, knapsack was found, knapsack was gone, knapsack was opened, knapsack was packed, knapsack was slung, knapsack was strapped	[lemma] is *_VERB: knapsack is filled, knapsack is made, knapsack is strapped	*_ADJ [lemma]: empty knapsack, filled knapsack, heavy knapsack, large knapsack, leathern knapsack, light knapsack, little knapsack, old knapsack, own knapsack, small knapsack	[lemma] in the *: knapsack in the Union, knapsack in the back, knapsack in the corner, knapsack in the future, knapsack in the middle, knapsack in the other	*_NOUN [lemma]: army knapsack, canvas knapsack, cloth knapsack, hospital knapsack, leather knapsack, regulation knapsack, rubber knapsack, sheepskin knapsack, skin knapsack, trapdoor knapsack
n02769748	packsack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy packsack, large packsack, small packsack	[lemma] in the *: 	*_NOUN [lemma]: canvas packsack
n02769748	rucksack	[lemma] was *_VERB: rucksack was packed, rucksack was slung, rucksack was strapped	[lemma] is *_VERB: 	*_ADJ [lemma]: big rucksack, empty rucksack, full rucksack, heavy rucksack, large rucksack, light rucksack, little rucksack, old rucksack, own rucksack, small rucksack	[lemma] in the *: rucksack in the back, rucksack in the corner	*_NOUN [lemma]: Army rucksack, Bergen rucksack, army rucksack, canvas rucksack, frame rucksack, khaki rucksack, leather rucksack, mountain rucksack, nylon rucksack, pound rucksack
n02769748	haversack	[lemma] was *_VERB: haversack was filled, haversack was gone	[lemma] is *_VERB: 	*_ADJ [lemma]: capacious haversack, empty haversack, filled haversack, full haversack, large haversack, little haversack, old haversack, own haversack, small haversack, surgical haversack	[lemma] in the *: 	*_NOUN [lemma]: Army haversack, army haversack, canvas haversack, cloth haversack, cotton haversack, leather haversack, linen haversack, mask haversack, respirator haversack
n02536864	coho	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult coho, big coho, female coho, first coho, juvenile coho, large coho, male coho, small coho, wild coho, young coho	[lemma] in the *: 	*_NOUN [lemma]: Juvenile coho, Lakes coho, Michigan coho, Oregon coho, Pacific coho, River coho, adult coho, baby coho, hatchery coho, salmon coho
n02536864	cohoe	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02536864	coho salmon	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult coho salmon, coastal coho salmon, cultured coho salmon, female coho salmon, juvenile coho salmon, male coho salmon, small coho salmon, smolt coho salmon, wild coho salmon, young coho salmon	[lemma] in the *: 	*_NOUN [lemma]: Juvenile coho salmon, Lakes coho salmon, Michigan coho salmon, Pacific coho salmon, River coho salmon, adult coho salmon, baby coho salmon, hatchery coho salmon, salmon coho salmon
