"relevance"	"synsetid"	"queryexpansion"
0.0855651822	"n01616318"	"ravenous vulture"
0.0847469019	"n01616318"	"scavenger vulture"
0.0807886508	"n01616318"	"vulture was circling"
0.0795104453	"n01616318"	"vulture is flying"
0.0782130688	"n01616318"	"vulture is devouring"
0.075900989	"n01616318"	"vulture was flying"
0.0758152792	"n01616318"	"vulture is supposed"
0.0750151144	"n01616318"	"vulture is seen"
0.0722722367	"n01616318"	"great vulture"
0.0722359669	"n01616318"	"vulture is found"
0.0714056581	"n01616318"	"vulture was seen"
0.0711175606	"n01616318"	"vulture was sitting"
0.06932063	"n01616318"	"vulture is said"
0.0678808516	"n01616318"	"black vulture"
0.067763309	"n01616318"	"vulture is associated"
0.0662412083	"n01616318"	"sacred vulture"
0.0643807129	"n01616318"	"vulture was perched"
0.060254706	"n01616318"	"culture vulture"
0.0597697558	"n01616318"	"vulture is called"
0.058385562	"n01616318"	"bearded vulture"
0.0583817374	"n01616318"	"griffon vulture"
0.057692785	"n01616318"	"vulture is represented"
0.0569364181	"n01616318"	"vulture was regarded"
0.0555331399	"n01616318"	"vulture was sent"
0.0527660385	"n01616318"	"vulture is directed"
0.0498960871	"n01616318"	"king vulture"
0.0413797873	"n01616318"	"old vulture"
0.0389279105	"n01616318"	"headed vulture"
0.0359250781	"n01616318"	"California vulture"
0.0355611397	"n01616318"	"aura vulture"
0.032278315	"n01616318"	"Egyptian vulture"
0	"n01616318"	"gallinazo vulture"
0.0540991586	"n01622779"	"Owl Strix nebulosa"
0	"n01622779"	
0	"n01622779"	
0.0164778982	"n01629819"	"von Salamandra salamandra"
0	"n01629819"	
0.111839837	"n01630670"	"newt Triturus vulgaris"
0	"n01630670"	
0.0805753008	"n01631663"	"inter eft"
0.0758978808	"n01631663"	"small eft"
0.071444065	"n01631663"	"smallest eft"
0.0674047855	"n01631663"	"monstrous eft"
0.067311198	"n01631663"	"red eft"
0.0660623033	"n01631663"	"non eft"
0.0658240887	"n01631663"	"great eft"
0.0650059496	"n01631663"	"J eft"
0.0524907859	"n01631663"	"II eft"
0.0513247507	"n01631663"	"Elle eft"
0.0509999899	"n01631663"	"pot eft"
0.0475654667	"n01631663"	"T eft"
0.0475209162	"n01631663"	"high eft"
0.0426347144	"n01631663"	"f eft"
0.0414461135	"n01631663"	"id eft"
0.0396947701	"n01631663"	"labor eft"
0.0377473613	"n01631663"	"Hoc eft"
0.0361465406	"n01631663"	"L eft"
0.0245959576	"n01631663"	"ft eft"
0.1312682953	"n01632458"	"outlandish spotted salamander"
0.1219487795	"n01632458"	"salamander Ambystoma maculatum"
0.1219487795	"n01632458"	"Salamander Ambystoma maculatum"
0.1057595144	"n01632458"	"salamanders Ambystoma maculatum"
0.2279614021	"n01632777"	"amphibian axolotl"
0.1468064288	"n01632777"	"larval axolotl"
0.1054321768	"n01632777"	"salamander Ambystoma mexicanum"
0.1019519508	"n01632777"	"regenerating axolotl"
0.0984173862	"n01632777"	"adult axolotl"
0.0920424053	"n01632777"	"embryonic axolotl"
0.0870075163	"n01632777"	"white axolotl"
0.0835197638	"n01632777"	"normal axolotl"
0.0826457732	"n01632777"	"common mud puppy"
0.0819725882	"n01632777"	"Mexican axolotl"
0.0767485845	"n01632777"	"black axolotl"
0.0758629926	"n01632777"	"young axolotl"
0	"n01632777"	"axolotl Ambystoma mexicanum"
0.1061777933	"n01641577"	"American bullfrog"
0.1007108622	"n01641577"	"large bullfrog"
0.0953506164	"n01641577"	"bullfrog in the pool"
0.0819872253	"n01641577"	"male bullfrog"
0.0809873961	"n01641577"	"big bullfrog"
0.0718974667	"n01641577"	"great bullfrog"
0.0699848086	"n01641577"	"common bullfrog"
0.0681691914	"n01641577"	"green bullfrog"
0.0674626369	"n01641577"	"adult bullfrog"
0.0647947421	"n01641577"	"grown bullfrog"
0.0516073206	"n01641577"	"frog Rana catesbeiana"
0.046553504	"n01641577"	"Bullfrog Rana catesbeiana"
0.0436500707	"n01641577"	"De bullfrog"
0.0427333575	"n01641577"	"bullfrogs Rana catesbeiana"
0.0408510904	"n01641577"	"old bullfrog"
0.0156448296	"n01641577"	"bullfrog Rana catesbeiana"
0.1306481676	"n01644373"	"small tree frog"
0.130312447	"n01644373"	"little tree frog"
0.1250501737	"n01644373"	"swamp tree frog"
0.1191256031	"n01644373"	"green tree frog"
0.1180332996	"n01644373"	"common tree frog"
0.1174420668	"n01644373"	"gray tree frog"
0.1174420668	"n01644373"	"Gray tree frog"
0.1147082796	"n01644373"	"Barrens tree frog"
0.1147082796	"n01644373"	"barrens tree frog"
0.1141701208	"n01644373"	"canyon tree frog"
0.113749028	"n01644373"	"Barking tree frog"
0.113749028	"n01644373"	"barking tree frog"
0.1122654648	"n01644373"	"Pacific tree frog"
0.1088951437	"n01644373"	"eyed tree frog"
0.1082717039	"n01644373"	"Cuban tree frog"
0.105618096	"n01644373"	"California tree frog"
0.1046127448	"n01644373"	"American tree frog"
0.1028885524	"n01644373"	"European tree frog"
0.1013166542	"n01644373"	"Arizona tree frog"
0.0982151388	"n01644373"	"Anderson tree frog"
0	"n01644373"	
0	"n01644900"	
0	"n01644900"	
0	"n01644900"	
0	"n01644900"	
0	"n01644900"	
0.2775387592	"n01664065"	"Turtle Caretta caretta"
0.2775387592	"n01664065"	"turtle Caretta caretta"
0.2575494895	"n01664065"	"endangered loggerhead turtle"
0.2555948706	"n01664065"	"loggerhead Caretta caretta"
0.2298123764	"n01664065"	"large loggerhead turtle"
0.2221982461	"n01664065"	"female loggerhead turtle"
0.221141865	"n01664065"	"giant loggerhead turtle"
0.219134961	"n01664065"	"Atlantic loggerhead turtle"
0.2133990611	"n01664065"	"huge loggerhead turtle"
0.2101602509	"n01664065"	"young loggerhead turtle"
0.1938982797	"n01664065"	"Island loggerhead"
0.1703965804	"n01664065"	"Cheloniidae Caretta caretta"
0.1569256021	"n01664065"	"loggerhead in the stern"
0.1401358961	"n01664065"	"Pacific loggerhead"
0.1381982163	"n01664065"	"large loggerhead"
0.1293636709	"n01664065"	"baby loggerhead"
0.1229699557	"n01664065"	"female loggerhead"
0.1168433855	"n01664065"	"Atlantic loggerhead"
0.1053715856	"n01664065"	"huge loggerhead"
0.0990898838	"n01664065"	"hot loggerhead"
0.0988939652	"n01664065"	"young loggerhead"
0.0951562491	"n01664065"	"big loggerhead"
0.0867132507	"n01664065"	"great loggerhead"
0.0726472849	"n01664065"	"silly loggerhead"
0.0644934451	"n01664065"	"iron loggerhead"
0.064178349	"n01664065"	"loggerhead was applied"
0.0590565399	"n01664065"	"old loggerhead"
0	"n01664065"	"Clemente loggerhead"
0.1632130005	"n01665541"	"giant leatherback turtle"
0.1545209307	"n01665541"	"female leatherback turtle"
0.1500573899	"n01665541"	"Pacific leatherback turtle"
0.1488949882	"n01665541"	"marine leatherback"
0.1412370803	"n01665541"	"Atlantic leatherback turtle"
0.1219905876	"n01665541"	"Turtle Dermochelys coriacea"
0.1219905876	"n01665541"	"turtle Dermochelys coriacea"
0.1204523628	"n01665541"	"large leatherback"
0.1118572438	"n01665541"	"turtles Dermochelys coriacea"
0.1077244132	"n01665541"	"giant leatherback"
0.0922814809	"n01665541"	"huge leatherback"
0.0911841795	"n01665541"	"modern leatherback"
0.0903402737	"n01665541"	"female leatherback"
0.0896510555	"n01665541"	"adult leatherback"
0.0821700844	"n01665541"	"great leatherback"
0.081413192	"n01665541"	"Pacific leatherback"
0.081413192	"n01665541"	"Pacific leatherback"
0.0736350876	"n01665541"	"leatherback Dermochelys coriacea"
0.0637725728	"n01665541"	"Atlantic leatherback"
0	"n01665541"	
0.1567482705	"n01667114"	"Mississippi mud turtle"
0.1536300456	"n01667114"	"eastern mud turtle"
0.1431355103	"n01667114"	"Florida mud turtle"
0.1401348439	"n01667114"	"striped mud turtle"
0.1390227341	"n01667114"	"Illinois mud turtle"
0.1372020722	"n01667114"	"common mud turtle"
0.1360349386	"n01667114"	"large mud turtle"
0.1358845399	"n01667114"	"Yellow mud turtle"
0.1358845399	"n01667114"	"yellow mud turtle"
0.1355777386	"n01667114"	"small mud turtle"
0.1302696432	"n01667114"	"big mud turtle"
0.1255078641	"n01667114"	"old mud turtle"
0.108993551	"n01667114"	"Sonoran mud turtle"
0.1597339682	"n01667778"	"water terrapin"
0.1597339682	"n01667778"	"water terrapin"
0.1356104184	"n01667778"	"river terrapin"
0.1294755777	"n01667778"	"pond terrapin"
0.1290161663	"n01667778"	"diamondback terrapin"
0.1290161663	"n01667778"	"Diamondback terrapin"
0.1290161663	"n01667778"	"diamondback terrapin"
0.1283678601	"n01667778"	"Carolina terrapin"
0.1113242292	"n01667778"	"back terrapin"
0.1113242292	"n01667778"	"back terrapin"
0.1109289957	"n01667778"	"land terrapin"
0.1086598698	"n01667778"	"Maryland terrapin"
0.1035224448	"n01667778"	"large terrapin"
0.072844883	"n01667778"	"old terrapin"
0.0722994009	"n01667778"	"bellied terrapin"
0.0607291069	"n01667778"	"stewed terrapin"
0.0590496704	"n01667778"	"painted terrapin"
0.0504681736	"n01667778"	"box terrapin"
0.0290472094	"n01667778"	"backed terrapin"
0	"n01667778"	"Malaclemys terrapin"
0.1139948026	"n01669191"	"eastern box turtle"
0.1139948026	"n01669191"	"Eastern box turtle"
0.113343884	"n01669191"	"Carolina box turtle"
0.1132173797	"n01669191"	"small box turtle"
0.1128528302	"n01669191"	"western box turtle"
0.1113782145	"n01669191"	"Coast box turtle"
0.1084758088	"n01669191"	"Florida box turtle"
0.1073948488	"n01669191"	"American box turtle"
0.1023824339	"n01669191"	"female box turtle"
0.1010527256	"n01669191"	"toed box turtle"
0.1002504364	"n01669191"	"common box turtle"
0.0967769641	"n01669191"	"ornate box turtle"
0.0967769641	"n01669191"	"Ornate box turtle"
0.0860166296	"n01669191"	"common box tortoise"
0.1131977921	"n01675722"	"western banded gecko"
0.0902519788	"n01675722"	"Texas banded gecko"
0.1479588356	"n01677366"	"lizard Iguana iguana"
0.1380400873	"n01677366"	"Iguana iguana"
0.1380400873	"n01677366"	"Iguana iguana"
0.1380400873	"n01677366"	"iguana Iguana iguana"
0.1380400873	"n01677366"	"Iguana Iguana iguana"
0.1259633343	"n01677366"	"large iguana"
0.1043828022	"n01677366"	"tree iguana"
0.1020503528	"n01677366"	"sea iguana"
0.0965314779	"n01677366"	"black iguana"
0.0964057004	"n01677366"	"marine iguana"
0.0958420257	"n01677366"	"common iguana"
0.0892178744	"n01677366"	"desert iguana"
0.0878565518	"n01677366"	"great iguana"
0.0872230373	"n01677366"	"modern iguana"
0.085364268	"n01677366"	"iguana is found"
0.084780397	"n01677366"	"green iguana"
0.0812640593	"n01677366"	"land iguana"
0.0812640593	"n01677366"	"Land iguana"
0.0806921115	"n01677366"	"baby iguana"
0.0772450228	"n01677366"	"rock iguana"
0.0679000369	"n01677366"	"ground iguana"
0.0626200944	"n01677366"	"mud iguana"
0.0552493513	"n01677366"	"tailed iguana"
0	"n01677366"	
0	"n01677366"	"Lacerta iguana"
0.135169529	"n01682714"	"other anole"
0.1259126836	"n01682714"	"brown anole"
0.1236653575	"n01682714"	"small anole"
0.1158510947	"n01682714"	"male anole"
0.1090676	"n01682714"	"common anole"
0.1081315184	"n01682714"	"Carolina anole"
0.1047119339	"n01682714"	"female anole"
0.1010653503	"n01682714"	"lizard Anolis carolinensis"
0.1003666759	"n01682714"	"lizards Anolis carolinensis"
0.0997690012	"n01682714"	"grass anole"
0.0995642781	"n01682714"	"giant anole"
0.0934287541	"n01682714"	"green anole"
0.0934287541	"n01682714"	"Green anole"
0.0934287541	"n01682714"	"Green anole"
0.0827984937	"n01682714"	"male Anolis carolinensis"
0.0790854401	"n01682714"	"female Anolis carolinensis"
0.0770289076	"n01682714"	"American anole"
0.0536104567	"n01682714"	"knight anole"
0	"n01682714"	
0.1181508886	"n01685808"	"unisexual whiptail"
0.099811698	"n01685808"	"parthenogenetic whiptail lizard"
0.0908499133	"n01685808"	"western whiptail lizard"
0.0844224741	"n01685808"	"parthenogenetic whiptail"
0.0820763586	"n01685808"	"female whiptail"
0.0811518662	"n01685808"	"striped whiptail"
0.0780845857	"n01685808"	"checkered whiptail"
0.0664989046	"n01685808"	"western whiptail"
0.0664989046	"n01685808"	"Western whiptail"
0.0549477907	"n01685808"	"throated whiptail"
0.1134252663	"n01687978"	"Agama agama"
0.0864048604	"n01687978"	"common agama"
0.0799511166	"n01687978"	"tree agama"
0.0754436772	"n01687978"	"rock agama"
0.0690097598	"n01687978"	"religion agama"
0.0549181994	"n01687978"	"word agama"
0.0460577284	"n01687978"	"A. agama"
0.0412593139	"n01687978"	"term agama"
0.0399918516	"n01687978"	"dan agama"
0.038224784	"n01687978"	"headed agama"
0.0111208989	"n01687978"	"guru agama"
0.1521137401	"n01688243"	"Australian frilled lizard"
0	"n01688243"	
0.1115975864	"n01689811"	"southern alligator lizard"
0.111224055	"n01689811"	"northern alligator lizard"
0.111224055	"n01689811"	"Northern alligator lizard"
0.0933107668	"n01689811"	"Texas alligator lizard"
0.1439849229	"n01692333"	"venomous Gila monster"
0.1315655548	"n01692333"	"poisonous Gila monster"
0.1189282134	"n01692333"	"black Gila monster"
0.0726845434	"n01692333"	"lizard Heloderma suspectum"
0.040909191	"n01692333"	"monster Heloderma suspectum"
0.1337856764	"n01693334"	"common green lizard"
0.1311363155	"n01693334"	"little green lizard"
0.1309923858	"n01693334"	"large green lizard"
0.1298034989	"n01693334"	"small green lizard"
0.1240931969	"n01693334"	"European green lizard"
0.1224694918	"n01693334"	"pretty green lizard"
0.1198234517	"n01693334"	"huge green lizard"
0.1193864804	"n01693334"	"beautiful green lizard"
0.1176469321	"n01693334"	"great green lizard"
0.1146137038	"n01693334"	"bright green lizard"
0.0902852889	"n01693334"	"lizard Lacerta viridis"
0	"n01694178"	
0	"n01694178"	
0.1768866898	"n01695060"	"Komodo dragon lizard"
0.1506803987	"n01695060"	"giant Komodo dragon"
0.1380262644	"n01695060"	"long Komodo dragon"
0.0409564657	"n01695060"	"dragon Varanus komodoensis"
0	"n01695060"	
0	"n01695060"	
0.1367380687	"n01697457"	"West African crocodile"
0.1346960055	"n01697457"	"female Nile crocodile"
0.096113623	"n01697457"	"crocodile Crocodylus niloticus"
0.1253962912	"n01698640"	"South American alligator"
0.1239382639	"n01698640"	"North American alligator"
0.1151749528	"n01698640"	"female American alligator"
0	"n01698640"	
0.1668717232	"n01704323"	"prehistoric triceratops"
0.1363120976	"n01704323"	"horned triceratops"
0.0777574438	"n01704323"	"baby triceratops"
0.1408116834	"n01728572"	"eastern worm snake"
0	"n01728572"	
0	"n01728572"	
0	"n01728920"	
0	"n01728920"	
0	"n01728920"	
0.1321616597	"n01729322"	"southern hognose snake"
0.131217754	"n01729322"	"Western hognose snake"
0.131217754	"n01729322"	"western hognose snake"
0.1295039906	"n01729322"	"eastern hognose snake"
0.1295039906	"n01729322"	"Eastern hognose snake"
0.1178826487	"n01729322"	"American hognose snake"
0.086695106	"n01729322"	"large puff adder"
0.0857374185	"n01729322"	"deadly puff adder"
0.0815774494	"n01729322"	"big puff adder"
0.0733501637	"n01729322"	"African puff adder"
0	"n01729322"	
0.1546481798	"n01729977"	"little green snake"
0.1532126567	"n01729977"	"small green snake"
0.1513829776	"n01729977"	"large green snake"
0.1471563024	"n01729977"	"green grass snake"
0.1443510791	"n01729977"	"long green snake"
0.1442416079	"n01729977"	"beautiful green snake"
0.143927143	"n01729977"	"bright green snake"
0.1414702793	"n01729977"	"common green snake"
0.1392427276	"n01729977"	"little grass snake"
0.137839482	"n01729977"	"great green snake"
0.1378072045	"n01729977"	"small grass snake"
0.1359775254	"n01729977"	"large grass snake"
0.1330833423	"n01729977"	"rough green snake"
0.1260648271	"n01729977"	"common grass snake"
0.1220368191	"n01729977"	"harmless grass snake"
0.1218275125	"n01729977"	"smooth green snake"
0.1217692453	"n01729977"	"European grass snake"
0.1183284244	"n01729977"	"pet grass snake"
0.1088740876	"n01734418"	"large king snake"
0.0997890977	"n01734418"	"big king snake"
0.0986366768	"n01734418"	"speckled king snake"
0.0980489287	"n01734418"	"coral king snake"
0.0977199979	"n01734418"	"harmless king snake"
0.0975825428	"n01734418"	"common king snake"
0.0969574558	"n01734418"	"black king snake"
0.0941269974	"n01734418"	"eastern kingsnake"
0.0909394809	"n01734418"	"foot king snake"
0.0903727197	"n01734418"	"banded kingsnake"
0.0902762049	"n01734418"	"mountain king snake"
0.0886056229	"n01734418"	"Florida king snake"
0.0881977806	"n01734418"	"speckled kingsnake"
0.0866496289	"n01734418"	"California king snake"
0.0862767413	"n01734418"	"scarlet king snake"
0.0862767413	"n01734418"	"Scarlet king snake"
0.0850353785	"n01734418"	"Common kingsnake"
0.0850353785	"n01734418"	"common kingsnake"
0.0746046056	"n01734418"	"prairie kingsnake"
0.063116365	"n01734418"	"mountain kingsnake"
0.058104619	"n01734418"	"Florida kingsnake"
0.0522366369	"n01734418"	"California kingsnake"
0.0511179742	"n01734418"	"scarlet kingsnake"
0.0511179742	"n01734418"	"Scarlet kingsnake"
0.1148794831	"n01735189"	"large grass snake"
0.1141321032	"n01735189"	"small grass snake"
0.1131229576	"n01735189"	"little grass snake"
0.1124639244	"n01735189"	"large garter snake"
0.1118032498	"n01735189"	"eastern garter snake"
0.1117165446	"n01735189"	"small garter snake"
0.1114067048	"n01735189"	"common grass snake"
0.1109112011	"n01735189"	"pet grass snake"
0.110707399	"n01735189"	"little garter snake"
0.1101519887	"n01735189"	"harmless grass snake"
0.1089911462	"n01735189"	"Common garter snake"
0.1089911462	"n01735189"	"common garter snake"
0.1087701847	"n01735189"	"giant garter snake"
0.10773643	"n01735189"	"harmless garter snake"
0.1071591332	"n01735189"	"striped garter snake"
0.1035694275	"n01735189"	"European grass snake"
0.1028096221	"n01735189"	"green grass snake"
0.1027139706	"n01735189"	"Plains garter snake"
0.1027139706	"n01735189"	"plains garter snake"
0.1022873601	"n01735189"	"baby garter snake"
0.0989464431	"n01735189"	"Francisco garter snake"
0.0931082336	"n01735189"	"sided garter snake"
0.1735396782	"n01737021"	"harmless water snake"
0.1636672525	"n01737021"	"large water snake"
0.1574813808	"n01737021"	"northern water snake"
0.1567150335	"n01737021"	"brown water snake"
0.1563719078	"n01737021"	"big water snake"
0.1553671729	"n01737021"	"common water snake"
0.1519168902	"n01737021"	"huge water snake"
0.1510362382	"n01737021"	"black water snake"
0.1478029544	"n01737021"	"diamondback water snake"
0.1437940641	"n01737021"	"green water snake"
0.1429367588	"n01737021"	"Erie water snake"
0.1325719095	"n01737021"	"Concho water snake"
0.1320817088	"n01737021"	"bellied water snake"
0.1313516466	"n01737021"	"Florida water snake"
0.1332069897	"n01739381"	"green vine snake"
0.0854919941	"n01740131"	"spotted night snake"
0	"n01740131"	
0.1502145576	"n01742172"	"large boa constrictor"
0.1362062948	"n01742172"	"huge boa constrictor"
0.1359778738	"n01742172"	"giant boa constrictor"
0.1324968496	"n01742172"	"pet boa constrictor"
0.1324968496	"n01742172"	"pet boa constrictor"
0.1322096613	"n01742172"	"enormous boa constrictor"
0.1278585095	"n01742172"	"live boa constrictor"
0.1272408429	"n01742172"	"great boa constrictor"
0.1270039838	"n01742172"	"baby boa constrictor"
0.1241197413	"n01742172"	"foot boa constrictor"
0.1241197413	"n01742172"	"foot boa constrictor"
0.1219682492	"n01742172"	"young boa constrictor"
0.1218052323	"n01742172"	"boa constrictor in the act"
0.1158671082	"n01742172"	"gorged boa constrictor"
