n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02788148	balusters	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: carved balusters, iron balusters, marble balusters, round balusters, small balusters, spiral balusters, split balusters, square balusters, twisted balusters, wooden balusters	[lemma] in the *: 	*_NOUN [lemma]: bar balusters, iron balusters, mahogany balusters, marble balusters, oak balusters, stair balusters, staircase balusters, stone balusters, walnut balusters, wood balusters
n02788148	handrail	[lemma] was *_VERB: 	[lemma] is *_VERB: handrail is attached, handrail is fastened, handrail is fixed, handrail is provided, handrail is required, handrail is supported	*_ADJ [lemma]: carved handrail, continuous handrail, iron handrail, light handrail, massive handrail, metal handrail, moulded handrail, slender handrail, substantial handrail, wooden handrail	[lemma] in the *: 	*_NOUN [lemma]: brass handrail, iron handrail, mahogany handrail, oak handrail, rope handrail, stair handrail, steel handrail, stone handrail, walnut handrail, wood handrail
n03000247	chain mail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Spanish chain mail, black chain mail, double chain mail, fine chain mail, flexible chain mail, heavy chain mail, light chain mail, medieval chain mail, old chain mail, own chain mail	[lemma] in the *: 	*_NOUN [lemma]: iron chain mail, silver chain mail
n03000247	ring mail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	mail	[lemma] was *_VERB: mail was carried, mail was delivered, mail was established, mail was opened, mail was received, mail was robbed, mail was sent, mail was taken	[lemma] is *_VERB: mail is carried, mail is delivered, mail is opened, mail is received, mail is sent, mail is sorted, mail is transported	*_ADJ [lemma]: black mail, class mail, direct mail, electronic mail, first mail, last mail, next mail, registered mail, regular mail, same mail	[lemma] in the *: mail in the box, mail in the city, mail in the coupon, mail in the early, mail in the manner, mail in the morning, mail in the post	*_NOUN [lemma]: States mail, air mail, chain mail, class mail, fan mail, morning mail, night mail, railway mail, return mail, voice mail
n03000247	chain armor	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: light chain armor	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	chain armour	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy chain armour, light chain armour	[lemma] in the *: 	*_NOUN [lemma]: steel chain armour
n03000247	ring armor	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03000247	ring armour	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04553703	washbasin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cracked washbasin, dirty washbasin, large washbasin, little washbasin, metal washbasin, own washbasin, porcelain washbasin, small washbasin, tiny washbasin, white washbasin	[lemma] in the *: washbasin in the bathroom, washbasin in the room	*_NOUN [lemma]: bathroom washbasin, canvas washbasin, china washbasin, copper washbasin, corner washbasin, enamel washbasin, marble washbasin, silver washbasin, stone washbasin, tin washbasin
n04553703	handbasin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: small handbasin, universal handbasin	[lemma] in the *: 	*_NOUN [lemma]: wash handbasin
n04553703	washbowl	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big washbowl, capacious washbowl, common washbowl, earthen washbowl, inverted washbowl, large washbowl, ordinary washbowl, porcelain washbowl, same washbowl, white washbowl	[lemma] in the *: washbowl in the bathroom	*_NOUN [lemma]: bathroom washbowl, china washbowl, enamel washbowl, iron washbowl, silver washbowl, tin washbowl
n04553703	lavabo	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: marble lavabo, octagonal lavabo	[lemma] in the *: lavabo in the sacristy	*_NOUN [lemma]: marble lavabo
n04553703	wash-hand basin	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	bighorn	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American bighorn, Desert bighorn, Mexican bighorn, female bighorn, few bighorn, male bighorn, many bighorn, old bighorn, white bighorn, wild bighorn	[lemma] in the *: 	*_NOUN [lemma]: Audubon bighorn, Badlands bighorn, California bighorn, Desert bighorn, Mountain bighorn, Nelson bighorn, Nevada bighorn, Sierra bighorn, desert bighorn, mountain bighorn
n02415577	bighorn sheep	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American bighorn sheep, Desert bighorn sheep, female bighorn sheep, few bighorn sheep, male bighorn sheep, many bighorn sheep, occasional bighorn sheep, peninsular bighorn sheep, rare bighorn sheep, wild bighorn sheep	[lemma] in the *: bighorn sheep in the area, bighorn sheep in the mountains	*_NOUN [lemma]: Audubon bighorn sheep, California bighorn sheep, Desert bighorn sheep, Mountain bighorn sheep, Nelson bighorn sheep, Nevada bighorn sheep, Wyoming bighorn sheep, desert bighorn sheep, mountain bighorn sheep
n02415577	cimarron	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Spanish cimarron	[lemma] in the *: 	*_NOUN [lemma]: term cimarron, word cimarron
n02415577	Rocky Mountain bighorn	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	Rocky Mountain sheep	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02415577	Ovis canadensis	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Sheep Ovis canadensis, sheep Ovis canadensis
n02071294	killer whale	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: False killer whale, Pygmy killer whale, false killer whale, female killer whale, first killer whale, foot killer whale, male killer whale, ton killer whale, white killer whale, young killer whale	[lemma] in the *: 	*_NOUN [lemma]: baby killer whale, bull killer whale, pygmy killer whale
n02071294	killer	[lemma] was *_VERB: killer was arrested, killer was caught, killer was going, killer was known, killer was standing, killer was taken, killer was trying, killer was waiting	[lemma] is *_VERB: killer is caught, killer is coming, killer is engaged, killer is going, killer is killed, killer is known, killer is revealed	*_ADJ [lemma]: Natural killer, activated killer, good killer, great killer, hired killer, natural killer, professional killer, real killer, serial killer, weed killer	[lemma] in the *: killer in the U.S., killer in the West, killer in the ballant, killer in the country, killer in the history, killer in the house, killer in the nation, killer in the story	*_NOUN [lemma]: baby killer, child killer, color killer, germ killer, insect killer, lady killer, man killer, pain killer, time killer, weed killer
n02071294	orca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Delphinus orca, Grampus orca, Orcinus orca, captive orca, female orca, first orca, male orca, other orca, white orca, young orca	[lemma] in the *: 	*_NOUN [lemma]: O. orca, Orca orca, Orcinus orca, baby orca
n02071294	grampus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: large grampus, mighty grampus, old grampus, stranded grampus, white grampus, young grampus	[lemma] in the *: 	*_NOUN [lemma]: 
n02071294	sea wolf	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old sea wolf	[lemma] in the *: 	*_NOUN [lemma]: 
n02071294	Orcinus orca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Whale Orcinus orca, whale Orcinus orca
n02769748	backpack	[lemma] was *_VERB: backpack was gone, backpack was lying, backpack was missing, backpack was sitting, backpack was slung, backpack was stolen, backpack was stuffed	[lemma] is *_VERB: backpack is gone	*_ADJ [lemma]: blue backpack, day backpack, green backpack, heavy backpack, large backpack, new backpack, own backpack, pound backpack, red backpack, small backpack	[lemma] in the *: backpack in the back, backpack in the car, backpack in the closet, backpack in the front, backpack in the hall, backpack in the mountains, backpack in the trunk	*_NOUN [lemma]: baby backpack, canvas backpack, frame backpack, jet backpack, leather backpack, nylon backpack, rocket backpack, school backpack, support backpack, weekend backpack
n02769748	back pack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy back pack, large back pack, small back pack	[lemma] in the *: 	*_NOUN [lemma]: 
n02769748	knapsack	[lemma] was *_VERB: knapsack was gone, knapsack was opened, knapsack was packed, knapsack was slung, knapsack was strapped	[lemma] is *_VERB: knapsack is strapped	*_ADJ [lemma]: empty knapsack, filled knapsack, heavy knapsack, large knapsack, leathern knapsack, light knapsack, little knapsack, old knapsack, own knapsack, small knapsack	[lemma] in the *: knapsack in the Union, knapsack in the back, knapsack in the future	*_NOUN [lemma]: army knapsack, canvas knapsack, cloth knapsack, hospital knapsack, leather knapsack, regulation knapsack, rubber knapsack, sheepskin knapsack, skin knapsack, trapdoor knapsack
n02769748	packsack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: heavy packsack, large packsack, small packsack	[lemma] in the *: 	*_NOUN [lemma]: canvas packsack
n02769748	rucksack	[lemma] was *_VERB: rucksack was packed, rucksack was slung, rucksack was strapped	[lemma] is *_VERB: 	*_ADJ [lemma]: big rucksack, empty rucksack, full rucksack, heavy rucksack, large rucksack, light rucksack, little rucksack, old rucksack, own rucksack, small rucksack	[lemma] in the *: rucksack in the back	*_NOUN [lemma]: Army rucksack, Bergen rucksack, army rucksack, canvas rucksack, frame rucksack, khaki rucksack, leather rucksack, mountain rucksack, nylon rucksack, pound rucksack
n02769748	haversack	[lemma] was *_VERB: haversack was gone	[lemma] is *_VERB: 	*_ADJ [lemma]: capacious haversack, empty haversack, filled haversack, full haversack, large haversack, little haversack, old haversack, own haversack, small haversack, surgical haversack	[lemma] in the *: 	*_NOUN [lemma]: Army haversack, army haversack, canvas haversack, cloth haversack, cotton haversack, leather haversack, linen haversack, mask haversack, respirator haversack
n02536864	coho	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult coho, big coho, female coho, first coho, juvenile coho, large coho, male coho, small coho, wild coho, young coho	[lemma] in the *: 	*_NOUN [lemma]: Juvenile coho, Lakes coho, Michigan coho, Oregon coho, Pacific coho, River coho, adult coho, baby coho, hatchery coho, salmon coho
n02536864	cohoe	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02536864	coho salmon	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult coho salmon, coastal coho salmon, cultured coho salmon, female coho salmon, juvenile coho salmon, male coho salmon, small coho salmon, smolt coho salmon, wild coho salmon, young coho salmon	[lemma] in the *: 	*_NOUN [lemma]: Juvenile coho salmon, Lakes coho salmon, Michigan coho salmon, Pacific coho salmon, River coho salmon, adult coho salmon, baby coho salmon, hatchery coho salmon, salmon coho salmon
n02536864	blue jack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02536864	silver salmon	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Atlantic silver salmon, big silver salmon, great silver salmon	[lemma] in the *: 	*_NOUN [lemma]: 
n02536864	Oncorhynchus kisutch	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Salmon Oncorhynchus kisutch, salmon Oncorhynchus kisutch
n03691459	loudspeaker	[lemma] was *_VERB: loudspeaker was announcing, loudspeaker was blaring, loudspeaker was mounted, loudspeaker was playing, loudspeaker was saying, loudspeaker was switched, loudspeaker was turned	[lemma] is *_VERB: loudspeaker is connected, loudspeaker is driven, loudspeaker is located, loudspeaker is mounted, loudspeaker is provided, loudspeaker is replaced, loudspeaker is turned	*_ADJ [lemma]: coil loudspeaker, dynamic loudspeaker, electrodynamic loudspeaker, electrostatic loudspeaker, good loudspeaker, large loudspeaker, radiator loudspeaker, single loudspeaker, small loudspeaker, type loudspeaker	[lemma] in the *: loudspeaker in the ceiling, loudspeaker in the control, loudspeaker in the hall, loudspeaker in the present, loudspeaker in the room, loudspeaker in the street, loudspeaker in the studio, loudspeaker in the wall	*_NOUN [lemma]: coil loudspeaker, cone loudspeaker, frequency loudspeaker, horn loudspeaker, monitor loudspeaker, monitoring loudspeaker, quality loudspeaker, radiator loudspeaker, radio loudspeaker, type loudspeaker
n03691459	speaker	[lemma] was *_VERB: speaker was called, speaker was chosen, speaker was directed, speaker was interrupted, speaker was introduced, speaker was obliged, speaker was ordered, speaker was pushed, speaker was saying, speaker was talking	[lemma] is *_VERB: speaker is addressing, speaker is chosen, speaker is concerned, speaker is going, speaker is referring, speaker is saying, speaker is supposed, speaker is talking, speaker is trying, speaker is using	*_ADJ [lemma]: chief speaker, eloquent speaker, first speaker, good speaker, last speaker, loud speaker, native speaker, next speaker, principal speaker, public speaker	[lemma] in the *: speaker in the House, speaker in the chair, speaker in the debate, speaker in the dialogue, speaker in the first, speaker in the house, speaker in the parliament, speaker in the poem, speaker in the pulpit, speaker in the room	*_NOUN [lemma]: Mr. speaker, campaign speaker, dinner speaker, guest speaker, living speaker, platform speaker, radio speaker, student speaker, stump speaker, woman speaker
n03691459	speaker unit	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: loud speaker unit	[lemma] in the *: 	*_NOUN [lemma]: 
n03691459	loudspeaker system	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: distributed loudspeaker system, good loudspeaker system, new loudspeaker system, portable loudspeaker system, powerful loudspeaker system, public loudspeaker system, way loudspeaker system	[lemma] in the *: 	*_NOUN [lemma]: address loudspeaker system, camp loudspeaker system
n03691459	speaker system	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: fi speaker system, good speaker system, in speaker system, large speaker system, loud speaker system, multiple speaker system, new speaker system, small speaker system, stereo speaker system, way speaker system	[lemma] in the *: 	*_NOUN [lemma]: channel speaker system, house speaker system, stereo speaker system, theater speaker system, way speaker system
